15
203 127 186
27 74 48 74
26 6 46 6
49 179 51 179
47 4 48 4
3 15 43 15
13 28 46 28
5 186 11 186
22 146 32 146
2 198 35 198
7 120 49 120
5 29 21 29
19 112 26 112
5 122 22 122
14 195 42 195
10 184 44 184
44 125 47 125
12 275 21 275
15 206 49 206
47 62 48 62
34 37 35 37
14 266 33 266
27 317 36 317
12 15 25 15
32 160 40 160
3 110 21 110
6 133 31 133
19 161 27 161
23 11 35 11
1 44 25 44
1 114 39 114
8 230 18 230
20 25 25 25
27 172 53 172
32 316 45 316
33 129 42 129
2 32 29 32
15 178 24 178
13 181 48 181
29 188 46 188
13 36 43 36
8 67 12 67
5 280 41 280
3 183 12 183
19 140 30 140
7 208 42 208
9 289 17 289
13 88 29 88
8 58 51 58
17 48 32 48
15 83 38 83
27 31 46 31
11 304 26 304
34 150 44 150
1 151 7 151
31 148 49 148
3 102 18 102
20 64 33 64
0 60 47 60
24 140 40 140
20 31 42 31
15 138 22 138
2 67 9 67
27 46 35 46
28 25 44 25
11 42 33 42
15 243 41 243
4 296 52 296
3 74 24 74
19 187 50 187
0 147 34 147
25 23 36 23
0 186 31 186
21 162 25 162
37 99 45 99
2 177 36 177
7 21 38 21
3 34 42 34
9 131 47 131
12 100 15 100
12 282 40 282
5 94 24 94
43 125 51 125
2 2 4 2
21 37 42 37
15 37 34 37
36 32 40 32
228 927 16
110 262 167 262
151 499 151 499
77 23 93 23
25 36 30 36
49 190 55 190
115 794 160 794
33 180 210 180
8 4 215 4
161 148 181 148
62 755 150 755
97 365 125 365
10 154 191 154
165 631 226 631
32 414 95 414
154 12 200 12
22 326 85 326
