Case 1
   Query 225: 864
   Query 226: 528
   Query 227: 384
   Query 228: 312
   Query 229: 432
   Query 230: 720
   Query 231: 384
   Query 232: 144
   Query 233: 816
   Query 234: 384
   Query 235: 192
   Query 236: 528
   Query 237: 576
   Query 238: 144
   Query 239: 144
   Query 240: 672
   Query 241: 534
   Query 242: 864
   Query 243: 336
   Query 244: 384
   Query 245: 768
   Query 246: 620
   Query 247: 48
   Query 248: 216
   Query 249: 192
   Query 250: 192
   Query 251: 720
   Query 252: 576
   Query 253: 816
   Query 254: 744
   Query 255: 90
   Query 256: 192
   Query 257: 432
   Query 258: 720
   Query 259: 480
   Query 260: 318
   Query 261: 384
   Query 262: 240
   Query 263: 528
   Query 264: 576
   Query 265: 864
   Query 266: 0
   Query 267: 744
   Query 268: 192
   Query 269: 672
   Query 270: 480
   Query 271: 384
   Query 272: 240
   Query 273: 480
   Query 274: 204
   Query 275: 528
   Query 276: 96
   Query 277: 744
   Query 278: 432
   Query 279: 480
   Query 280: 624
   Query 281: 240
   Query 282: 336
   Query 283: 618
   Query 284: 240
   Query 285: 288
   Query 286: 384
   Query 287: 384
   Query 288: 432
   Query 289: 864
   Query 290: 480
   Query 291: 624
   Query 292: 96
   Query 293: 240
   Query 294: 96
   Query 295: 486
   Query 296: 300
   Query 297: 114
   Query 298: 732
   Query 299: 720
   Query 300: 216
   Query 301: 384
   Query 302: 96
   Query 303: 816
   Query 304: 304
   Query 305: 272
   Query 306: 240
   Query 307: 600
   Query 308: 336
   Query 309: 336
   Query 310: 24
   Query 311: 288
   Query 312: 528
   Query 313: 432
   Query 314: 768
   Query 315: 192
   Query 316: 576
   Query 317: 0
   Query 318: 192
   Query 319: 304
   Query 320: 96
   Query 321: 0
   Query 322: 48
   Query 323: 864
   Query 324: 768
   Query 325: 648
   Query 326: 720
   Query 327: 604
   Query 328: 864
   Query 329: 864
   Query 330: 624
   Query 331: 282
   Query 332: 384
   Query 333: 240
   Query 334: 864
   Query 335: 704
   Query 336: 816
   Query 337: 720
   Query 338: 672
   Query 339: 24
   Query 340: 304
   Query 341: 240
   Query 342: 216
   Query 343: 528
   Query 344: 480
   Query 345: 192
   Query 346: 48
   Query 347: 318
   Query 348: 672
   Query 349: 432
   Query 350: 744
   Query 351: 762
   Query 352: 216
   Query 353: 96
   Query 354: 864
   Query 355: 504
   Query 356: 732
   Query 357: 672
   Query 358: 312
   Query 359: 432
   Query 360: 336
   Query 361: 336
   Query 362: 768
   Query 363: 372
   Query 364: 768
   Query 365: 432
   Query 366: 480
   Query 367: 840
   Query 368: 546
   Query 369: 336
   Query 370: 480
   Query 371: 864
   Query 372: 48
   Query 373: 144
   Query 374: 672
   Query 375: 480
   Query 376: 848
   Query 377: 336
   Query 378: 768
   Query 379: 672
   Query 380: 774
   Query 381: 0
   Query 382: 600
   Query 383: 672
   Query 384: 288
   Query 385: 720
   Query 386: 372
   Query 387: 672
   Query 388: 624
   Query 389: 864
   Query 390: 267
   Query 391: 552
   Query 392: 480
   Query 393: 528
   Query 394: 0
   Query 395: 432
   Query 396: 672
   Query 397: 336
   Query 398: 768
   Query 399: 147
   Query 400: 816
   Query 401: 528
   Query 402: 582
   Query 403: 672
   Query 404: 384
   Query 405: 504
   Query 406: 48
   Query 407: 96
   Query 408: 666
   Query 409: 609
   Query 410: 192
   Query 411: 0
   Query 412: 384
   Query 413: 792
   Query 414: 240
   Query 415: 192
   Query 416: 792
   Query 417: 480
   Query 418: 240
   Query 419: 864
   Query 420: 624
   Query 421: 192
   Query 422: 228
   Query 423: 240
   Query 424: 96
   Query 425: 480
   Query 426: 864
   Query 427: 864
   Query 428: 544
Case 14
   Query 1: 456
   Query 2: 456
   Query 3: 72
   Query 4: 96
   Query 5: 456
   Query 6: 720
   Query 7: 456
   Query 8: 0
   Query 9: 864
   Query 10: 152
   Query 11: 840
   Query 12: 285
   Query 13: 456
   Query 14: 608
   Query 15: 0
   Query 16: 0
   Query 17: 456
   Query 18: 0
   Query 19: 0
   Query 20: 0
   Query 21: 0
   Query 22: 72
   Query 23: 684
   Query 24: 720
   Query 25: 228
   Query 26: 720
   Query 27: 336
   Query 28: 456
   Query 29: 228
   Query 30: 0
   Query 31: 0
   Query 32: 0
   Query 33: 228
   Query 34: 0
   Query 35: 456
   Query 36: 639
   Query 37: 776
   Query 38: 0
   Query 39: 480
   Query 40: 768
   Query 41: 684
   Query 42: 240
   Query 43: 96
   Query 44: 570
   Query 45: 0
   Query 46: 0
   Query 47: 0
   Query 48: 192
   Query 49: 68
   Query 50: 96
   Query 51: 816
   Query 52: 672
   Query 53: 462
   Query 54: 456
   Query 55: 456
   Query 56: 684
   Query 57: 0
   Query 58: 456
   Query 59: 0
   Query 60: 0
   Query 61: 171
   Query 62: 342
   Query 63: 216
   Query 64: 624
   Query 65: 0
   Query 66: 240
   Query 67: 528
   Query 68: 420
   Query 69: 0
   Query 70: 380
   Query 71: 456
   Query 72: 840
   Query 73: 0
   Query 74: 216
   Query 75: 324
   Query 76: 384
   Query 77: 744
   Query 78: 760
   Query 79: 0
   Query 80: 0
   Query 81: 0
   Query 82: 528
   Query 83: 456
   Query 84: 0
   Query 85: 152
   Query 86: 0
   Query 87: 342
   Query 88: 720
   Query 89: 864
   Query 90: 0
   Query 91: 456
   Query 92: 0
   Query 93: 0
   Query 94: 0
   Query 95: 744
   Query 96: 624
   Query 97: 0
   Query 98: 456
   Query 99: 900
   Query 100: 480
   Query 101: 0
   Query 102: 240
   Query 103: 684
   Query 104: 304
   Query 105: 836
   Query 106: 456
   Query 107: 0
   Query 108: 228
   Query 109: 304
   Query 110: 0
   Query 111: 0
   Query 112: 600
   Query 113: 0
   Query 114: 396
   Query 115: 114
   Query 116: 456
   Query 117: 0
   Query 118: 570
   Query 119: 0
   Query 120: 0
   Query 121: 342
   Query 122: 0
   Query 123: 576
   Query 124: 456
   Query 125: 0
   Query 126: 0
   Query 127: 456
   Query 128: 456
   Query 129: 0
   Query 130: 468
   Query 131: 504
   Query 132: 456
   Query 133: 872
   Query 134: 0
   Query 135: 0
   Query 136: 0
   Query 137: 0
   Query 138: 576
   Query 139: 0
   Query 140: 768
   Query 141: 432
   Query 142: 864
   Query 143: 456
   Query 144: 684
   Query 145: 456
   Query 146: 456
   Query 147: 513
   Query 148: 480
   Query 149: 456
   Query 150: 456
   Query 151: 264
   Query 152: 312
   Query 153: 888
   Query 154: 720
   Query 155: 0
   Query 156: 654
   Query 157: 0
   Query 158: 0
   Query 159: 0
   Query 160: 312
   Query 161: 480
   Query 162: 0
   Query 163: 0
   Query 164: 0
   Query 165: 0
   Query 166: 576
   Query 167: 744
   Query 168: 270
   Query 169: 0
   Query 170: 652
   Query 171: 666
   Query 172: 864
   Query 173: 836
   Query 174: 684
   Query 175: 336
   Query 176: 456
   Query 177: 525
   Query 178: 0
   Query 179: 0
   Query 180: 0
   Query 181: 792
   Query 182: 624
   Query 183: 0
   Query 184: 456
   Query 185: 208
   Query 186: 456
   Query 187: 856
   Query 188: 0
   Query 189: 0
   Query 190: 768
   Query 191: 792
   Query 192: 456
   Query 193: 0
   Query 194: 312
   Query 195: 384
   Query 196: 817
   Query 197: 0
   Query 198: 48
   Query 199: 480
   Query 200: 720
   Query 201: 114
   Query 202: 168
   Query 203: 0
   Query 204: 336
   Query 205: 0
   Query 206: 0
   Query 207: 0
   Query 208: 456
   Query 209: 0
   Query 210: 384
   Query 211: 0
   Query 212: 720
   Query 213: 0
   Query 214: 798
   Query 215: 456
   Query 216: 0
   Query 217: 228
   Query 218: 0
   Query 219: 48
   Query 220: 228
   Query 221: 544
   Query 222: 0
   Query 223: 0
   Query 224: 0
   Query 225: 304
   Query 226: 0
   Query 227: 640
   Query 228: 120
   Query 229: 0
   Query 230: 384
   Query 231: 880
   Query 232: 456
   Query 233: 0
   Query 234: 304
   Query 235: 228
   Query 236: 0
   Query 237: 456
   Query 238: 648
   Query 239: 0
   Query 240: 798
   Query 241: 720
   Query 242: 608
   Query 243: 768
   Query 244: 456
   Query 245: 304
   Query 246: 684
   Query 247: 0
   Query 248: 112
   Query 249: 0
   Query 250: 402
   Query 251: 408
   Query 252: 0
   Query 253: 684
   Query 254: 0
   Query 255: 876
   Query 256: 744
   Query 257: 400
   Query 258: 0
   Query 259: 0
   Query 260: 0
   Query 261: 375
   Query 262: 114
   Query 263: 304
   Query 264: 24
   Query 265: 264
   Query 266: 0
   Query 267: 456
   Query 268: 348
   Query 269: 513
   Query 270: 456
   Query 271: 456
   Query 272: 624
   Query 273: 152
   Query 274: 456
   Query 275: 684
   Query 276: 792
   Query 277: 228
   Query 278: 0
   Query 279: 504
   Query 280: 612
   Query 281: 288
   Query 282: 0
   Query 283: 399
   Query 284: 456
   Query 285: 752
   Query 286: 744
   Query 287: 0
   Query 288: 0
   Query 289: 192
   Query 290: 792
   Query 291: 528
   Query 292: 96
   Query 293: 0
   Query 294: 0
   Query 295: 684
   Query 296: 432
   Query 297: 336
   Query 298: 0
   Query 299: 240
   Query 300: 399
   Query 301: 0
   Query 302: 660
   Query 303: 888
   Query 304: 210
   Query 305: 696
   Query 306: 0
   Query 307: 741
   Query 308: 192
   Query 309: 168
   Query 310: 0
   Query 311: 78
   Query 312: 570
   Query 313: 456
   Query 314: 690
   Query 315: 108
   Query 316: 517
   Query 317: 0
   Query 318: 0
   Query 319: 804
   Query 320: 528
   Query 321: 528
   Query 322: 528
   Query 323: 24
   Query 324: 480
   Query 325: 0
   Query 326: 228
   Query 327: 0
   Query 328: 240
   Query 329: 0
   Query 330: 456
   Query 331: 0
   Query 332: 0
   Query 333: 456
   Query 334: 0
   Query 335: 228
   Query 336: 0
   Query 337: 0
   Query 338: 768
   Query 339: 288
   Query 340: 0
   Query 341: 444
   Query 342: 0
   Query 343: 684
   Query 344: 0
   Query 345: 0
   Query 346: 420
   Query 347: 456
   Query 348: 798
   Query 349: 96
   Query 350: 12
   Query 351: 864
   Query 352: 624
   Query 353: 0
   Query 354: 0
   Query 355: 0
   Query 356: 0
   Query 357: 399
   Query 358: 228
   Query 359: 528
   Query 360: 264
   Query 361: 696
   Query 362: 779
   Query 363: 288
   Query 364: 384
   Query 365: 456
   Query 366: 0
   Query 367: 456
   Query 368: 684
   Query 369: 304
   Query 370: 0
   Query 371: 456
   Query 372: 0
   Query 373: 0
   Query 374: 336
   Query 375: 0
   Query 376: 798
   Query 377: 0
   Query 378: 0
   Query 379: 864
   Query 380: 816
   Query 381: 456
   Query 382: 614
   Query 383: 684
   Query 384: 0
   Query 385: 342
   Query 386: 288
   Query 387: 0
   Query 388: 0
   Query 389: 600
   Query 390: 0
   Query 391: 0
   Query 392: 228
   Query 393: 96
   Query 394: 0
   Query 395: 608
   Query 396: 0
   Query 397: 111
   Query 398: 456
   Query 399: 0
   Query 400: 228
   Query 401: 0
   Query 402: 304
   Query 403: 0
   Query 404: 0
   Query 405: 456
   Query 406: 228
   Query 407: 0
   Query 408: 480
   Query 409: 0
   Query 410: 456
   Query 411: 384
   Query 412: 798
   Query 413: 456
   Query 414: 456
   Query 415: 456
   Query 416: 768
   Query 417: 0
   Query 418: 0
   Query 419: 771
   Query 420: 448
   Query 421: 456
   Query 422: 456
   Query 423: 168
   Query 424: 456
   Query 425: 288
   Query 426: 608
   Query 427: 0
   Query 428: 0
   Query 429: 168
   Query 430: 900
   Query 431: 224
   Query 432: 114
   Query 433: 570
   Query 434: 384
   Query 435: 768
   Query 436: 456
   Query 437: 456
   Query 438: 144
   Query 439: 0
   Query 440: 384
   Query 441: 808
   Query 442: 384
   Query 443: 540
   Query 444: 456
   Query 445: 456
   Query 446: 608
   Query 447: 372
   Query 448: 628
   Query 449: 684
   Query 450: 0
   Query 451: 0
   Query 452: 190
   Query 453: 99
   Query 454: 228
   Query 455: 0
   Query 456: 576
   Query 457: 688
   Query 458: 600
   Query 459: 456
   Query 460: 0
   Query 461: 0
   Query 462: 342
   Query 463: 0
   Query 464: 0
   Query 465: 456
   Query 466: 0
   Query 467: 528
   Query 468: 864
   Query 469: 336
   Query 470: 624
   Query 471: 48
   Query 472: 228
   Query 473: 318
   Query 474: 0
   Query 475: 768
   Query 476: 684
   Query 477: 0
   Query 478: 0
   Query 479: 760
   Query 480: 672
   Query 481: 867
   Query 482: 0
   Query 483: 864
   Query 484: 576
   Query 485: 0
   Query 486: 456
   Query 487: 0
   Query 488: 438
   Query 489: 384
   Query 490: 216
   Query 491: 0
   Query 492: 570
   Query 493: 432
   Query 494: 570
   Query 495: 57
   Query 496: 0
   Query 497: 456
   Query 498: 228
   Query 499: 336
   Query 500: 0
   Query 501: 684
   Query 502: 372
   Query 503: 696
   Query 504: 304
   Query 505: 0
   Query 506: 0
   Query 507: 0
   Query 508: 152
   Query 509: 720
   Query 510: 0
   Query 511: 456
   Query 512: 480
   Query 513: 0
   Query 514: 684
   Query 515: 0
   Query 516: 192
   Query 517: 608
   Query 518: 0
   Query 519: 684
   Query 520: 0
   Query 521: 0
   Query 522: 276
   Query 523: 456
   Query 524: 0
   Query 525: 0
   Query 526: 411
   Query 527: 0
   Query 528: 624
   Query 529: 171
   Query 530: 0
   Query 531: 456
   Query 532: 0
   Query 533: 252
   Query 534: 576
   Query 535: 96
   Query 536: 0
   Query 537: 288
   Query 538: 0
   Query 539: 798
   Query 540: 384
   Query 541: 57
   Query 542: 864
   Query 543: 0
   Query 544: 488
   Query 545: 608
   Query 546: 720
   Query 547: 456
   Query 548: 456
   Query 549: 456
   Query 550: 798
   Query 551: 684
   Query 552: 0
   Query 553: 48
   Query 554: 0
   Query 555: 0
   Query 556: 390
   Query 557: 864
   Query 558: 36
   Query 559: 0
   Query 560: 720
   Query 561: 456
   Query 562: 342
   Query 563: 696
   Query 564: 0
   Query 565: 0
   Query 566: 456
   Query 567: 779
   Query 568: 456
   Query 569: 342
   Query 570: 0
   Query 571: 536
   Query 572: 0
   Query 573: 24
   Query 574: 456
   Query 575: 576
   Query 576: 684
   Query 577: 396
   Query 578: 0
   Query 579: 144
   Query 580: 0
   Query 581: 0
   Query 582: 480
   Query 583: 342
   Query 584: 0
   Query 585: 816
   Query 586: 896
   Query 587: 684
   Query 588: 696
   Query 589: 0
   Query 590: 768
   Query 591: 0
   Query 592: 0
   Query 593: 0
   Query 594: 0
   Query 595: 0
   Query 596: 216
   Query 597: 216
   Query 598: 747
   Query 599: 114
   Query 600: 0
   Query 601: 456
   Query 602: 0
   Query 603: 0
   Query 604: 0
   Query 605: 0
   Query 606: 336
   Query 607: 684
   Query 608: 0
   Query 609: 228
   Query 610: 450
   Query 611: 632
   Query 612: 464
   Query 613: 624
   Query 614: 152
   Query 615: 504
   Query 616: 0
   Query 617: 720
   Query 618: 152
   Query 619: 456
   Query 620: 0
   Query 621: 864
   Query 622: 456
   Query 623: 0
   Query 624: 0
   Query 625: 608
   Query 626: 0
   Query 627: 96
   Query 628: 552
   Query 629: 16
   Query 630: 0
   Query 631: 240
   Query 632: 336
   Query 633: 336
   Query 634: 288
   Query 635: 0
   Query 636: 48
   Query 637: 228
   Query 638: 456
   Query 639: 798
   Query 640: 114
   Query 641: 0
   Query 642: 513
   Query 643: 672
   Query 644: 38
   Query 645: 456
   Query 646: 0
   Query 647: 456
   Query 648: 624
   Query 649: 0
   Query 650: 0
   Query 651: 864
   Query 652: 0
   Query 653: 152
   Query 654: 608
   Query 655: 48
Case 15
   Query 1: 0
   Query 2: 0
   Query 3: 0
   Query 4: 0
   Query 5: 0
   Query 6: 171
   Query 7: 0
   Query 8: 0
   Query 9: 456
   Query 10: 0
   Query 11: 612
   Query 12: 456
   Query 13: 0
   Query 14: 0
   Query 15: 804
   Query 16: 0
